"orderid","employee","order_date","required_date","shipped_date","shipper","freight","customer","city","country","product","category","current_price","ordered_price","quantity","discount","total_sale_price"
10708,"Michael Suyama","1997-10-17","1997-11-28","1997-11-05","United Package","2.96","The Big Cheese","Portland","USA","Inlagd Sill","Seafood","19","19",5,"0","95.00"
10709,"Nancy Davolio","1997-10-17","1997-11-14","1997-11-20","Federal Shipping","210.8","Gourmet Lanchonetes","Campinas","Brazil","Northwoods Cranberry Sauce","Condiments","40","40",40,"0","1600.00"
10709,"Nancy Davolio","1997-10-17","1997-11-14","1997-11-20","Federal Shipping","210.8","Gourmet Lanchonetes","Campinas","Brazil","Manjimup Dried Apples","Produce","53","53",28,"0","1484.00"
10709,"Nancy Davolio","1997-10-17","1997-11-14","1997-11-20","Federal Shipping","210.8","Gourmet Lanchonetes","Campinas","Brazil","Camembert Pierrot","Dairy Products","34","34",10,"0","340.00"
10710,"Nancy Davolio","1997-10-20","1997-11-17","1997-10-23","Speedy Express","4.98","Franchi S.p.A.","Torino","Italy","Teatime Chocolate Biscuits","Confections","9.2","9.2",5,"0","46.00"
10710,"Nancy Davolio","1997-10-20","1997-11-17","1997-10-23","Speedy Express","4.98","Franchi S.p.A.","Torino","Italy","Zaanse koeken","Confections","9.5","9.5",5,"0","47.50"
10711,"Steven Buchanan","1997-10-21","1997-12-02","1997-10-29","United Package","52.41","Save-a-lot Markets","Boise","USA","Teatime Chocolate Biscuits","Confections","9.2","9.2",12,"0","110.40"
10711,"Steven Buchanan","1997-10-21","1997-12-02","1997-10-29","United Package","52.41","Save-a-lot Markets","Boise","USA","Jack's New England Clam Chowder","Seafood","9.65","9.65",42,"0","405.30"
10711,"Steven Buchanan","1997-10-21","1997-12-02","1997-10-29","United Package","52.41","Save-a-lot Markets","Boise","USA","Perth Pasties","Meat/Poultry","32.8","32.8",120,"0","3936.00"
10712,"Janet Leverling","1997-10-21","1997-11-18","1997-10-31","Speedy Express","89.93","Hungry Owl All-Night Grocers","Cork","Ireland","Perth Pasties","Meat/Poultry","32.8","32.8",3,"0.05","93.48"
10712,"Janet Leverling","1997-10-21","1997-11-18","1997-10-31","Speedy Express","89.93","Hungry Owl All-Night Grocers","Cork","Ireland","Gnocchi di nonna Alice","Grains/Cereals","38","38",30,"0","1140.00"
10713,"Nancy Davolio","1997-10-22","1997-11-19","1997-10-24","Speedy Express","167.05","Save-a-lot Markets","Boise","USA","Ikura","Seafood","31","31",18,"0","558.00"
10713,"Nancy Davolio","1997-10-22","1997-11-19","1997-10-24","Speedy Express","167.05","Save-a-lot Markets","Boise","USA","Gumbär Gummibärchen","Confections","31.23","31.23",30,"0","936.90"
10713,"Nancy Davolio","1997-10-22","1997-11-19","1997-10-24","Speedy Express","167.05","Save-a-lot Markets","Boise","USA","Rogede sild","Seafood","9.5","9.5",110,"0","1045.00"
10713,"Nancy Davolio","1997-10-22","1997-11-19","1997-10-24","Speedy Express","167.05","Save-a-lot Markets","Boise","USA","Spegesild","Seafood","12","12",24,"0","288.00"
10714,"Steven Buchanan","1997-10-22","1997-11-19","1997-10-27","Federal Shipping","24.49","Save-a-lot Markets","Boise","USA","Chang","Beverages","19","19",30,"0.25","427.50"
10714,"Steven Buchanan","1997-10-22","1997-11-19","1997-10-27","Federal Shipping","24.49","Save-a-lot Markets","Boise","USA","Alice Mutton","Meat/Poultry","39","39",27,"0.25","789.75"
10714,"Steven Buchanan","1997-10-22","1997-11-19","1997-10-27","Federal Shipping","24.49","Save-a-lot Markets","Boise","USA","Zaanse koeken","Confections","9.5","9.5",50,"0.25","356.25"
10714,"Steven Buchanan","1997-10-22","1997-11-19","1997-10-27","Federal Shipping","24.49","Save-a-lot Markets","Boise","USA","Gnocchi di nonna Alice","Grains/Cereals","38","38",18,"0.25","513.00"
10714,"Steven Buchanan","1997-10-22","1997-11-19","1997-10-27","Federal Shipping","24.49","Save-a-lot Markets","Boise","USA","Escargots de Bourgogne","Seafood","13.25","13.25",12,"0.25","119.25"
10715,"Janet Leverling","1997-10-23","1997-11-06","1997-10-29","Speedy Express","63.2","Bon app'","Marseille","France","Ikura","Seafood","31","31",21,"0","651.00"
10715,"Janet Leverling","1997-10-23","1997-11-06","1997-10-29","Speedy Express","63.2","Bon app'","Marseille","France","Flotemysost","Dairy Products","21.5","21.5",30,"0","645.00"
10716,"Margaret Peacock","1997-10-24","1997-11-21","1997-10-27","United Package","22.57","Rancho grande","Buenos Aires","Argentina","Sir Rodney's Scones","Confections","10","10",5,"0","50.00"
10716,"Margaret Peacock","1997-10-24","1997-11-21","1997-10-27","United Package","22.57","Rancho grande","Buenos Aires","Argentina","Manjimup Dried Apples","Produce","53","53",7,"0","371.00"
10716,"Margaret Peacock","1997-10-24","1997-11-21","1997-10-27","United Package","22.57","Rancho grande","Buenos Aires","Argentina","Sirop d'érable","Condiments","28.5","28.5",10,"0","285.00"
10717,"Nancy Davolio","1997-10-24","1997-11-21","1997-10-29","United Package","59.25","Frankenversand","München","Germany","Sir Rodney's Scones","Confections","10","10",32,"0.05","304.00"
10717,"Nancy Davolio","1997-10-24","1997-11-21","1997-10-29","United Package","59.25","Frankenversand","München","Germany","Tourtière","Meat/Poultry","7.45","7.45",15,"0","111.75"
10717,"Nancy Davolio","1997-10-24","1997-11-21","1997-10-29","United Package","59.25","Frankenversand","München","Germany","Gudbrandsdalsost","Dairy Products","36","36",25,"0.05","855.00"
10718,"Nancy Davolio","1997-10-27","1997-11-24","1997-10-29","Federal Shipping","170.88","Königlich Essen","Brandenburg","Germany","Queso Manchego La Pastora","Dairy Products","38","38",36,"0","1368.00"
10718,"Nancy Davolio","1997-10-27","1997-11-24","1997-10-29","Federal Shipping","170.88","Königlich Essen","Brandenburg","Germany","Pavlova","Confections","17.45","17.45",20,"0","349.00"
10718,"Nancy Davolio","1997-10-27","1997-11-24","1997-10-29","Federal Shipping","170.88","Königlich Essen","Brandenburg","Germany","Inlagd Sill","Seafood","19","19",40,"0","760.00"
10718,"Nancy Davolio","1997-10-27","1997-11-24","1997-10-29","Federal Shipping","170.88","Königlich Essen","Brandenburg","Germany","Tarte au sucre","Confections","49.3","49.3",20,"0","986.00"
10719,"Laura Callahan","1997-10-27","1997-11-24","1997-11-05","United Package","51.44","Let's Stop N Shop","San Francisco","USA","Carnarvon Tigers","Seafood","62.5","62.5",12,"0.25","562.50"
10719,"Laura Callahan","1997-10-27","1997-11-24","1997-11-05","United Package","51.44","Let's Stop N Shop","San Francisco","USA","Nord-Ost Matjeshering","Seafood","25.89","25.89",3,"0.25","58.25"
10719,"Laura Callahan","1997-10-27","1997-11-24","1997-11-05","United Package","51.44","Let's Stop N Shop","San Francisco","USA","Tourtière","Meat/Poultry","7.45","7.45",40,"0.25","223.50"
10720,"Laura Callahan","1997-10-28","1997-11-11","1997-11-05","United Package","9.53","Que Delícia","Rio de Janeiro","Brazil","Steeleye Stout","Beverages","18","18",21,"0","378.00"
10720,"Laura Callahan","1997-10-28","1997-11-11","1997-11-05","United Package","9.53","Que Delícia","Rio de Janeiro","Brazil","Flotemysost","Dairy Products","21.5","21.5",8,"0","172.00"
10721,"Steven Buchanan","1997-10-29","1997-11-26","1997-10-31","Federal Shipping","48.92","QUICK-Stop","Cunewalde","Germany","Gula Malacca","Condiments","19.45","19.45",50,"0.05","923.88"
10722,"Laura Callahan","1997-10-29","1997-12-10","1997-11-04","Speedy Express","74.58","Save-a-lot Markets","Boise","USA","Chang","Beverages","19","19",3,"0","57.00"
10722,"Laura Callahan","1997-10-29","1997-12-10","1997-11-04","Speedy Express","74.58","Save-a-lot Markets","Boise","USA","Gorgonzola Telino","Dairy Products","12.5","12.5",50,"0","625.00"
10722,"Laura Callahan","1997-10-29","1997-12-10","1997-11-04","Speedy Express","74.58","Save-a-lot Markets","Boise","USA","Scottish Longbreads","Confections","12.5","12.5",45,"0","562.50"
10722,"Laura Callahan","1997-10-29","1997-12-10","1997-11-04","Speedy Express","74.58","Save-a-lot Markets","Boise","USA","Rhönbräu Klosterbier","Beverages","7.75","7.75",42,"0","325.50"
10723,"Janet Leverling","1997-10-30","1997-11-27","1997-11-25","Speedy Express","21.72","White Clover Markets","Seattle","USA","Gumbär Gummibärchen","Confections","31.23","31.23",15,"0","468.45"
10724,"Laura Callahan","1997-10-30","1997-12-11","1997-11-05","United Package","57.75","Mère Paillarde","Montréal","Canada","Ikura","Seafood","31","31",16,"0","496.00"
10724,"Laura Callahan","1997-10-30","1997-12-11","1997-11-05","United Package","57.75","Mère Paillarde","Montréal","Canada","Sirop d'érable","Condiments","28.5","28.5",5,"0","142.50"
10725,"Margaret Peacock","1997-10-31","1997-11-28","1997-11-05","Federal Shipping","10.83","Familia Arquibaldo","Sao Paulo","Brazil","Jack's New England Clam Chowder","Seafood","9.65","9.65",12,"0","115.80"
10725,"Margaret Peacock","1997-10-31","1997-11-28","1997-11-05","Federal Shipping","10.83","Familia Arquibaldo","Sao Paulo","Brazil","Filo Mix","Grains/Cereals","7","7",4,"0","28.00"
10725,"Margaret Peacock","1997-10-31","1997-11-28","1997-11-05","Federal Shipping","10.83","Familia Arquibaldo","Sao Paulo","Brazil","Pâté chinois","Meat/Poultry","24","24",6,"0","144.00"
10726,"Margaret Peacock","1997-11-03","1997-11-17","1997-12-05","Speedy Express","16.56","Eastern Connection","London","UK","Chef Anton's Cajun Seasoning","Condiments","22","22",25,"0","550.00"
10726,"Margaret Peacock","1997-11-03","1997-11-17","1997-12-05","Speedy Express","16.56","Eastern Connection","London","UK","Queso Cabrales","Dairy Products","21","21",5,"0","105.00"
10727,"Andrew Fuller","1997-11-03","1997-12-01","1997-12-05","Speedy Express","89.9","Reggiani Caseifici","Reggio Emilia","Italy","Alice Mutton","Meat/Poultry","39","39",20,"0.05","741.00"
10727,"Andrew Fuller","1997-11-03","1997-12-01","1997-12-05","Speedy Express","89.9","Reggiani Caseifici","Reggio Emilia","Italy","Gnocchi di nonna Alice","Grains/Cereals","38","38",10,"0.05","361.00"
10727,"Andrew Fuller","1997-11-03","1997-12-01","1997-12-05","Speedy Express","89.9","Reggiani Caseifici","Reggio Emilia","Italy","Raclette Courdavault","Dairy Products","55","55",10,"0.05","522.50"
10728,"Margaret Peacock","1997-11-04","1997-12-02","1997-11-11","United Package","58.33","Queen Cozinha","Sao Paulo","Brazil","Nord-Ost Matjeshering","Seafood","25.89","25.89",15,"0","388.35"
10728,"Margaret Peacock","1997-11-04","1997-12-02","1997-11-11","United Package","58.33","Queen Cozinha","Sao Paulo","Brazil","Boston Crab Meat","Seafood","18.4","18.4",6,"0","110.40"
10728,"Margaret Peacock","1997-11-04","1997-12-02","1997-11-11","United Package","58.33","Queen Cozinha","Sao Paulo","Brazil","Pâté chinois","Meat/Poultry","24","24",12,"0","288.00"
10728,"Margaret Peacock","1997-11-04","1997-12-02","1997-11-11","United Package","58.33","Queen Cozinha","Sao Paulo","Brazil","Camembert Pierrot","Dairy Products","34","34",15,"0","510.00"
10729,"Laura Callahan","1997-11-04","1997-12-16","1997-11-14","Federal Shipping","141.06","LINO-Delicateses","I. de Margarita","Venezuela","Chai","Beverages","18","18",50,"0","900.00"
10729,"Laura Callahan","1997-11-04","1997-12-16","1997-11-14","Federal Shipping","141.06","LINO-Delicateses","I. de Margarita","Venezuela","Sir Rodney's Scones","Confections","10","10",30,"0","300.00"
10729,"Laura Callahan","1997-11-04","1997-12-16","1997-11-14","Federal Shipping","141.06","LINO-Delicateses","I. de Margarita","Venezuela","Valkoinen suklaa","Confections","16.25","16.25",40,"0","650.00"
10730,"Steven Buchanan","1997-11-05","1997-12-03","1997-11-14","Speedy Express","20.12","Bon app'","Marseille","France","Pavlova","Confections","17.45","17.45",15,"0.05","248.66"
10730,"Steven Buchanan","1997-11-05","1997-12-03","1997-11-14","Speedy Express","20.12","Bon app'","Marseille","France","Gorgonzola Telino","Dairy Products","12.5","12.5",3,"0.05","35.62"
10730,"Steven Buchanan","1997-11-05","1997-12-03","1997-11-14","Speedy Express","20.12","Bon app'","Marseille","France","Louisiana Fiery Hot Pepper Sauce","Condiments","21.05","21.05",10,"0.05","199.97"
10731,"Robert King","1997-11-06","1997-12-04","1997-11-14","Speedy Express","96.65","Chop-suey Chinese","Bern","Switzerland","Sir Rodney's Scones","Confections","10","10",40,"0.05","380.00"
10731,"Robert King","1997-11-06","1997-12-04","1997-11-14","Speedy Express","96.65","Chop-suey Chinese","Bern","Switzerland","Manjimup Dried Apples","Produce","53","53",30,"0.05","1510.50"
10732,"Janet Leverling","1997-11-06","1997-12-04","1997-11-07","Speedy Express","16.97","Bon app'","Marseille","France","Lakkalikööri","Beverages","18","18",20,"0","360.00"
10733,"Nancy Davolio","1997-11-07","1997-12-05","1997-11-10","Federal Shipping","110.11","Berglunds snabbköp","Luleå","Sweden","Tofu","Produce","23.25","23.25",16,"0","372.00"
10733,"Nancy Davolio","1997-11-07","1997-12-05","1997-11-10","Federal Shipping","110.11","Berglunds snabbköp","Luleå","Sweden","Rössle Sauerkraut","Produce","45.6","45.6",20,"0","912.00"
10733,"Nancy Davolio","1997-11-07","1997-12-05","1997-11-10","Federal Shipping","110.11","Berglunds snabbköp","Luleå","Sweden","Filo Mix","Grains/Cereals","7","7",25,"0","175.00"
10734,"Andrew Fuller","1997-11-07","1997-12-05","1997-11-12","Federal Shipping","1.63","Gourmet Lanchonetes","Campinas","Brazil","Grandma's Boysenberry Spread","Condiments","25","25",30,"0","750.00"
10734,"Andrew Fuller","1997-11-07","1997-12-05","1997-11-12","Federal Shipping","1.63","Gourmet Lanchonetes","Campinas","Brazil","Nord-Ost Matjeshering","Seafood","25.89","25.89",15,"0","388.35"
10734,"Andrew Fuller","1997-11-07","1997-12-05","1997-11-12","Federal Shipping","1.63","Gourmet Lanchonetes","Campinas","Brazil","Lakkalikööri","Beverages","18","18",20,"0","360.00"
10735,"Michael Suyama","1997-11-10","1997-12-08","1997-11-21","United Package","45.97","Let's Stop N Shop","San Francisco","USA","Sirop d'érable","Condiments","28.5","28.5",20,"0.1","513.00"
10735,"Michael Suyama","1997-11-10","1997-12-08","1997-11-21","United Package","45.97","Let's Stop N Shop","San Francisco","USA","Original Frankfurter grüne Soße","Condiments","13","13",2,"0.1","23.40"
10736,"Anne Dodsworth","1997-11-11","1997-12-09","1997-11-21","United Package","44.1","Hungry Owl All-Night Grocers","Cork","Ireland","Louisiana Fiery Hot Pepper Sauce","Condiments","21.05","21.05",40,"0","842.00"
10736,"Anne Dodsworth","1997-11-11","1997-12-09","1997-11-21","United Package","44.1","Hungry Owl All-Night Grocers","Cork","Ireland","Rhönbräu Klosterbier","Beverages","7.75","7.75",20,"0","155.00"
10737,"Andrew Fuller","1997-11-11","1997-12-09","1997-11-18","United Package","7.79","Vins et alcools Chevalier","Reims","France","Konbu","Seafood","6","6",4,"0","24.00"
10737,"Andrew Fuller","1997-11-11","1997-12-09","1997-11-18","United Package","7.79","Vins et alcools Chevalier","Reims","France","Jack's New England Clam Chowder","Seafood","9.65","9.65",12,"0","115.80"
10738,"Andrew Fuller","1997-11-12","1997-12-10","1997-11-18","Speedy Express","2.91","Spécialités du monde","Paris","France","Pavlova","Confections","17.45","17.45",3,"0","52.35"
10739,"Janet Leverling","1997-11-12","1997-12-10","1997-11-17","Federal Shipping","11.08","Vins et alcools Chevalier","Reims","France","Inlagd Sill","Seafood","19","19",6,"0","114.00"
10739,"Janet Leverling","1997-11-12","1997-12-10","1997-11-17","Federal Shipping","11.08","Vins et alcools Chevalier","Reims","France","Filo Mix","Grains/Cereals","7","7",18,"0","126.00"
10740,"Margaret Peacock","1997-11-13","1997-12-11","1997-11-25","United Package","81.88","White Clover Markets","Seattle","USA","Rössle Sauerkraut","Produce","45.6","45.6",5,"0.2","182.40"
10740,"Margaret Peacock","1997-11-13","1997-12-11","1997-11-25","United Package","81.88","White Clover Markets","Seattle","USA","Steeleye Stout","Beverages","18","18",35,"0.2","504.00"
10740,"Margaret Peacock","1997-11-13","1997-12-11","1997-11-25","United Package","81.88","White Clover Markets","Seattle","USA","Rogede sild","Seafood","9.5","9.5",40,"0.2","304.00"
10740,"Margaret Peacock","1997-11-13","1997-12-11","1997-11-25","United Package","81.88","White Clover Markets","Seattle","USA","Gnocchi di nonna Alice","Grains/Cereals","38","38",14,"0.2","425.60"
10741,"Margaret Peacock","1997-11-14","1997-11-28","1997-11-18","Federal Shipping","10.96","Around the Horn","London","UK","Chang","Beverages","19","19",15,"0.2","228.00"
10742,"Janet Leverling","1997-11-14","1997-12-12","1997-11-18","Federal Shipping","243.73","Bottom-Dollar Markets","Tsawassen","Canada","Aniseed Syrup","Condiments","10","10",20,"0","200.00"
10742,"Janet Leverling","1997-11-14","1997-12-12","1997-11-18","Federal Shipping","243.73","Bottom-Dollar Markets","Tsawassen","Canada","Camembert Pierrot","Dairy Products","34","34",50,"0","1700.00"
10742,"Janet Leverling","1997-11-14","1997-12-12","1997-11-18","Federal Shipping","243.73","Bottom-Dollar Markets","Tsawassen","Canada","Mozzarella di Giovanni","Dairy Products","34.8","34.8",35,"0","1218.00"
10743,"Nancy Davolio","1997-11-17","1997-12-15","1997-11-21","United Package","23.72","Around the Horn","London","UK","Spegesild","Seafood","12","12",28,"0.05","319.20"
10744,"Michael Suyama","1997-11-17","1997-12-15","1997-11-24","Speedy Express","69.19","Vaffeljernet","Århus","Denmark","Boston Crab Meat","Seafood","18.4","18.4",50,"0.2","736.00"
10745,"Anne Dodsworth","1997-11-18","1997-12-16","1997-11-27","Speedy Express","3.52","QUICK-Stop","Cunewalde","Germany","Carnarvon Tigers","Seafood","62.5","62.5",24,"0","1500.00"
10745,"Anne Dodsworth","1997-11-18","1997-12-16","1997-11-27","Speedy Express","3.52","QUICK-Stop","Cunewalde","Germany","Gula Malacca","Condiments","19.45","19.45",16,"0","311.20"
10745,"Anne Dodsworth","1997-11-18","1997-12-16","1997-11-27","Speedy Express","3.52","QUICK-Stop","Cunewalde","Germany","Raclette Courdavault","Dairy Products","55","55",45,"0","2475.00"
10745,"Anne Dodsworth","1997-11-18","1997-12-16","1997-11-27","Speedy Express","3.52","QUICK-Stop","Cunewalde","Germany","Mozzarella di Giovanni","Dairy Products","34.8","34.8",7,"0","243.60"
10746,"Nancy Davolio","1997-11-19","1997-12-17","1997-11-21","Federal Shipping","31.43","Chop-suey Chinese","Bern","Switzerland","Konbu","Seafood","6","6",6,"0","36.00"
10746,"Nancy Davolio","1997-11-19","1997-12-17","1997-11-21","Federal Shipping","31.43","Chop-suey Chinese","Bern","Switzerland","Singaporean Hokkien Fried Mee","Grains/Cereals","14","14",28,"0","392.00"
10746,"Nancy Davolio","1997-11-19","1997-12-17","1997-11-21","Federal Shipping","31.43","Chop-suey Chinese","Bern","Switzerland","Tarte au sucre","Confections","49.3","49.3",9,"0","443.70"
10746,"Nancy Davolio","1997-11-19","1997-12-17","1997-11-21","Federal Shipping","31.43","Chop-suey Chinese","Bern","Switzerland","Gudbrandsdalsost","Dairy Products","36","36",40,"0","1440.00"
10747,"Michael Suyama","1997-11-19","1997-12-17","1997-11-26","Speedy Express","117.33","Piccolo und mehr","Salzburg","Austria","Gorgonzola Telino","Dairy Products","12.5","12.5",8,"0","100.00"
10747,"Michael Suyama","1997-11-19","1997-12-17","1997-11-26","Speedy Express","117.33","Piccolo und mehr","Salzburg","Austria","Jack's New England Clam Chowder","Seafood","9.65","9.65",35,"0","337.75"
10747,"Michael Suyama","1997-11-19","1997-12-17","1997-11-26","Speedy Express","117.33","Piccolo und mehr","Salzburg","Austria","Vegie-spread","Condiments","43.9","43.9",9,"0","395.10"
10747,"Michael Suyama","1997-11-19","1997-12-17","1997-11-26","Speedy Express","117.33","Piccolo und mehr","Salzburg","Austria","Gudbrandsdalsost","Dairy Products","36","36",30,"0","1080.00"
10748,"Janet Leverling","1997-11-20","1997-12-18","1997-11-28","Speedy Express","232.55","Save-a-lot Markets","Boise","USA","Tunnbröd","Grains/Cereals","9","9",44,"0","396.00"
10748,"Janet Leverling","1997-11-20","1997-12-18","1997-11-28","Speedy Express","232.55","Save-a-lot Markets","Boise","USA","Boston Crab Meat","Seafood","18.4","18.4",40,"0","736.00"
10748,"Janet Leverling","1997-11-20","1997-12-18","1997-11-28","Speedy Express","232.55","Save-a-lot Markets","Boise","USA","Gnocchi di nonna Alice","Grains/Cereals","38","38",28,"0","1064.00"
10749,"Margaret Peacock","1997-11-20","1997-12-18","1997-12-19","United Package","61.53","Island Trading","Cowes","UK","Gnocchi di nonna Alice","Grains/Cereals","38","38",15,"0","570.00"
10749,"Margaret Peacock","1997-11-20","1997-12-18","1997-12-19","United Package","61.53","Island Trading","Cowes","UK","Raclette Courdavault","Dairy Products","55","55",6,"0","330.00"
10749,"Margaret Peacock","1997-11-20","1997-12-18","1997-12-19","United Package","61.53","Island Trading","Cowes","UK","Lakkalikööri","Beverages","18","18",10,"0","180.00"
10750,"Anne Dodsworth","1997-11-21","1997-12-19","1997-11-24","Speedy Express","79.3","Wartian Herkku","Oulu","Finland","Tofu","Produce","23.25","23.25",5,"0.15","98.81"
10750,"Anne Dodsworth","1997-11-21","1997-12-19","1997-11-24","Speedy Express","79.3","Wartian Herkku","Oulu","Finland","Rogede sild","Seafood","9.5","9.5",40,"0.15","323.00"
10750,"Anne Dodsworth","1997-11-21","1997-12-19","1997-11-24","Speedy Express","79.3","Wartian Herkku","Oulu","Finland","Raclette Courdavault","Dairy Products","55","55",25,"0.15","1168.75"
10751,"Janet Leverling","1997-11-24","1997-12-22","1997-12-03","Federal Shipping","130.79","Richter Supermarkt","Genève","Switzerland","Gumbär Gummibärchen","Confections","31.23","31.23",12,"0.1","337.28"
10751,"Janet Leverling","1997-11-24","1997-12-22","1997-12-03","Federal Shipping","130.79","Richter Supermarkt","Genève","Switzerland","Nord-Ost Matjeshering","Seafood","25.89","25.89",30,"0","776.70"
10751,"Janet Leverling","1997-11-24","1997-12-22","1997-12-03","Federal Shipping","130.79","Richter Supermarkt","Genève","Switzerland","Valkoinen suklaa","Confections","16.25","16.25",20,"0.1","292.50"
10751,"Janet Leverling","1997-11-24","1997-12-22","1997-12-03","Federal Shipping","130.79","Richter Supermarkt","Genève","Switzerland","Röd Kaviar","Seafood","15","15",15,"0","225.00"
10752,"Andrew Fuller","1997-11-24","1997-12-22","1997-11-28","Federal Shipping","1.39","North/South","London","UK","Chai","Beverages","18","18",8,"0","144.00"
10752,"Andrew Fuller","1997-11-24","1997-12-22","1997-11-28","Federal Shipping","1.39","North/South","London","UK","Gudbrandsdalsost","Dairy Products","36","36",3,"0","108.00"
10753,"Janet Leverling","1997-11-25","1997-12-23","1997-11-27","Speedy Express","7.7","Franchi S.p.A.","Torino","Italy","Rogede sild","Seafood","9.5","9.5",4,"0","38.00"
10753,"Janet Leverling","1997-11-25","1997-12-23","1997-11-27","Speedy Express","7.7","Franchi S.p.A.","Torino","Italy","Longlife Tofu","Produce","10","10",5,"0","50.00"
10754,"Michael Suyama","1997-11-25","1997-12-23","1997-11-27","Federal Shipping","2.38","Magazzini Alimentari Riuniti","Bergamo","Italy","Boston Crab Meat","Seafood","18.4","18.4",3,"0","55.20"
10755,"Margaret Peacock","1997-11-26","1997-12-24","1997-11-28","United Package","16.71","Bon app'","Marseille","France","Zaanse koeken","Confections","9.5","9.5",30,"0.25","213.75"
10755,"Margaret Peacock","1997-11-26","1997-12-24","1997-11-28","United Package","16.71","Bon app'","Marseille","France","Gnocchi di nonna Alice","Grains/Cereals","38","38",30,"0.25","855.00"
10755,"Margaret Peacock","1997-11-26","1997-12-24","1997-11-28","United Package","16.71","Bon app'","Marseille","France","Ravioli Angelo","Grains/Cereals","19.5","19.5",14,"0.25","204.75"
10755,"Margaret Peacock","1997-11-26","1997-12-24","1997-11-28","United Package","16.71","Bon app'","Marseille","France","Gudbrandsdalsost","Dairy Products","36","36",25,"0.25","675.00"
10756,"Laura Callahan","1997-11-27","1997-12-25","1997-12-02","United Package","73.21","Split Rail Beer & Ale","Lander","USA","Carnarvon Tigers","Seafood","62.5","62.5",21,"0.2","1050.00"
10756,"Laura Callahan","1997-11-27","1997-12-25","1997-12-02","United Package","73.21","Split Rail Beer & Ale","Lander","USA","Inlagd Sill","Seafood","19","19",20,"0.2","304.00"
10756,"Laura Callahan","1997-11-27","1997-12-25","1997-12-02","United Package","73.21","Split Rail Beer & Ale","Lander","USA","Scottish Longbreads","Confections","12.5","12.5",6,"0.2","60.00"
10756,"Laura Callahan","1997-11-27","1997-12-25","1997-12-02","United Package","73.21","Split Rail Beer & Ale","Lander","USA","Gudbrandsdalsost","Dairy Products","36","36",20,"0.2","576.00"
10757,"Michael Suyama","1997-11-27","1997-12-25","1997-12-15","Speedy Express","8.19","Save-a-lot Markets","Boise","USA","Sasquatch Ale","Beverages","14","14",30,"0","420.00"
10757,"Michael Suyama","1997-11-27","1997-12-25","1997-12-15","Speedy Express","8.19","Save-a-lot Markets","Boise","USA","Raclette Courdavault","Dairy Products","55","55",7,"0","385.00"
10757,"Michael Suyama","1997-11-27","1997-12-25","1997-12-15","Speedy Express","8.19","Save-a-lot Markets","Boise","USA","Tarte au sucre","Confections","49.3","49.3",30,"0","1479.00"
10757,"Michael Suyama","1997-11-27","1997-12-25","1997-12-15","Speedy Express","8.19","Save-a-lot Markets","Boise","USA","Wimmers gute Semmelknödel","Grains/Cereals","33.25","33.25",24,"0","798.00"
10758,"Janet Leverling","1997-11-28","1997-12-26","1997-12-04","Federal Shipping","138.17","Richter Supermarkt","Genève","Switzerland","Gumbär Gummibärchen","Confections","31.23","31.23",20,"0","624.60"
10758,"Janet Leverling","1997-11-28","1997-12-26","1997-12-04","Federal Shipping","138.17","Richter Supermarkt","Genève","Switzerland","Filo Mix","Grains/Cereals","7","7",60,"0","420.00"
10758,"Janet Leverling","1997-11-28","1997-12-26","1997-12-04","Federal Shipping","138.17","Richter Supermarkt","Genève","Switzerland","Outback Lager","Beverages","15","15",40,"0","600.00"
10759,"Janet Leverling","1997-11-28","1997-12-26","1997-12-12","Federal Shipping","11.99","Ana Trujillo Emparedados y helados","México D.F.","Mexico","Mascarpone Fabioli","Dairy Products","32","32",10,"0","320.00"
10760,"Margaret Peacock","1997-12-01","1997-12-29","1997-12-10","Speedy Express","155.64","Maison Dewey","Bruxelles","Belgium","NuNuCa Nuß-Nougat-Creme","Confections","14","14",12,"0.25","126.00"
10760,"Margaret Peacock","1997-12-01","1997-12-29","1997-12-10","Speedy Express","155.64","Maison Dewey","Bruxelles","Belgium","Schoggi Schokolade","Confections","43.9","43.9",40,"0","1756.00"
10760,"Margaret Peacock","1997-12-01","1997-12-29","1997-12-10","Speedy Express","155.64","Maison Dewey","Bruxelles","Belgium","Ipoh Coffee","Beverages","46","46",30,"0.25","1035.00"
10761,"Steven Buchanan","1997-12-02","1997-12-30","1997-12-08","United Package","18.66","Rattlesnake Canyon Grocery","Albuquerque","USA","NuNuCa Nuß-Nougat-Creme","Confections","14","14",35,"0.25","367.50"
10761,"Steven Buchanan","1997-12-02","1997-12-30","1997-12-08","United Package","18.66","Rattlesnake Canyon Grocery","Albuquerque","USA","Rhönbräu Klosterbier","Beverages","7.75","7.75",18,"0","139.50"
10762,"Janet Leverling","1997-12-02","1997-12-30","1997-12-09","Speedy Express","328.74","Folk och fä HB","Bräcke","Sweden","Chartreuse verte","Beverages","18","18",16,"0","288.00"
10762,"Janet Leverling","1997-12-02","1997-12-30","1997-12-09","Speedy Express","328.74","Folk och fä HB","Bräcke","Sweden","Zaanse koeken","Confections","9.5","9.5",30,"0","285.00"
10762,"Janet Leverling","1997-12-02","1997-12-30","1997-12-09","Speedy Express","328.74","Folk och fä HB","Bräcke","Sweden","Manjimup Dried Apples","Produce","53","53",28,"0","1484.00"
